species_1,species_2,16S,dnaK,fusA,nifH,recA
ace,azc,2068.0,2019.0,2292.0,,1125.0
ace,azd,2113.5,2058.0,1708.5,,1143.0
ace,azi,2093.5,2017.5,1656.0,,1141.5
ace,azl,2107.0,2013.0,1669.5,,1125.0
ace,azm,2114.5,2031.0,2233.5,,1152.0
ace,azo,2074.0,2076.0,1635.0,,1153.5
ace,azq,2103.5,2073.0,2251.5,,1159.5
ace,azr,2070.0,2091.0,1683.0,,1147.5
ace,azt,2107.5,2064.0,1663.5,,1149.0
ace,azz,2152.0,2086.5,2307.0,,1162.5
ace,babb,2103.0,1935.0,2152.5,,1074.0
ace,babr,2103.0,1936.5,2152.5,,1074.0
ace,bac,2076.5,1992.0,2307.0,,1140.0
ace,bacb,2239.0,1732.5,1851.0,,940.5
ace,bacl,2239.5,1672.5,1789.5,,880.5
ace,baco,2235.5,1735.5,1975.5,,972.0
ace,bacp,2239.0,1741.5,1849.5,,936.0
ace,bacs,2239.0,1729.5,1839.0,,937.5
ace,bacy,2241.5,1671.0,1789.5,,876.0
ace,bae,2226.5,1710.0,1830.0,,907.5
ace,bag,2212.5,1830.0,1978.5,,984.0
ace,bage,2085.0,1665.0,1974.0,,966.0
ace,bah,2130.0,1516.5,1825.5,,417.0
ace,bai,2133.0,1516.5,1825.5,,417.0
ace,bao,2225.0,1725.0,1849.5,,939.0
ace,bapi,2074.5,1710.0,1837.5,,966.0
ace,baq,2229.5,1740.0,1857.0,,930.0
ace,bar,2129.5,1516.5,1825.5,,
ace,bast,2368.0,2239.5,2427.0,,1231.5
ace,bat,2134.0,1516.5,1825.5,,826.5
ace,bax,2197.0,1516.5,1833.0,,417.0
ace,bay,2240.0,1737.0,1855.5,,933.0
ace,baz,2228.0,1719.0,1849.5,,939.0
ace,bbet,2060.5,1992.0,1662.0,,1125.0
ace,bbh,2100.5,2010.0,2193.0,,1123.5
ace,bbm,2097.5,2008.5,2187.0,,1119.0
ace,bbr,2100.5,2010.0,2193.0,,1123.5
ace,bbt,2059.0,1983.0,1638.0,,1120.5
ace,bby,2211.5,1515.0,1824.0,,
ace,bcad,1927.0,1476.0,1614.0,,856.5
ace,bce,2118.0,1513.5,1827.0,,820.5
ace,bcl,2241.5,1717.5,1863.0,,925.5
ace,bfr,1873.0,1489.5,1432.5,,912.0
ace,bja,2066.0,1996.5,2278.5,,1099.5
ace,bjs,2229.5,1662.0,1816.5,,874.5
ace,bju,2064.5,1983.0,1656.0,,1098.0
ace,bld,2216.0,1837.5,1950.0,,942.0
ace,blh,2206.5,1833.0,1929.0,,930.0
ace,bli,2230.5,1837.5,1950.0,,942.0
ace,bly,2483.0,2254.5,2479.5,,1344.0
ace,bma,1992.0,1984.5,2424.0,,1108.5
ace,bmab,2054.5,1984.5,2335.5,,1108.5
ace,bmyc,2194.5,1512.0,1804.5,,808.5
ace,bnc,2013.5,1494.0,1822.5,,421.5
ace,boz,2093.5,1741.5,2076.0,,1011.0
ace,bpa,2100.5,2010.0,2193.0,,1120.5
ace,bpz,2057.5,1981.5,2430.0,,1114.5
ace,bql,2228.0,1719.0,1849.5,,939.0
ace,bqy,2236.0,1669.5,1641.0,,919.5
ace,bra,2063.5,2014.5,2244.0,,1132.5
ace,bsau,2500.5,2304.0,2485.5,,1309.5
ace,bsui,1983.5,1933.5,2149.5,,1068.0
ace,bth,1629.0,1554.0,1347.0,,897.0
ace,btr,2112.0,1501.5,1689.0,,843.0
ace,bxe,1998.5,1941.0,2211.0,,1111.5
ace,cac,905.5,1371.0,1527.0,,819.0
ace,cau,2037.0,1732.5,2194.5,,1062.0
ace,cgl,2514.0,2157.0,2232.0,,1155.0
ace,cko,224.5,1713.0,2002.5,,1041.0
ace,ctu,2086.0,1756.5,2070.0,,1045.5
ace,ddn,2151.5,2044.5,1794.0,,1132.5
ace,dha,,1422.0,1366.5,,
ace,dse,,1666.5,1491.0,,
ace,eco,2074.5,1672.5,2001.0,,1003.5
ace,ent,2087.0,1686.0,2020.5,,964.5
ace,esa,227.5,1753.5,2056.5,,1041.0
ace,fjo,1927.0,1398.0,1551.0,,780.0
ace,gme,2228.0,2065.5,1995.0,,1132.5
ace,hde,2066.5,1404.0,1659.0,,853.5
ace,hpy,1940.0,1423.5,1771.5,,853.5
ace,kpn,2093.0,1740.0,2098.5,,1018.5
ace,lap,2106.0,1999.5,1593.0,,1147.5
ace,lmo,2194.0,1534.5,1764.0,,825.0
ace,mag,2114.5,1968.0,1588.5,,1096.5
ace,mcp,1965.0,1098.0,1423.5,,619.5
ace,mlo,2109.0,2017.5,2283.0,,1134.0
ace,mmu,,1462.5,1578.0,,
ace,mtu,2573.5,2289.0,1687.5,,774.0
ace,mxa,2135.5,1386.0,2119.5,,1071.0
ace,nfa,2623.5,1392.0,1717.5,,1402.5
ace,nme,,1785.0,1882.5,,1056.0
ace,nos,2008.5,1558.5,1525.5,,843.0
ace,npc,2547.0,2355.0,2599.5,,1299.0
ace,nwi,2075.0,1954.5,2172.0,,1116.0
ace,pae,2098.5,1954.5,2313.0,,1098.0
ace,pam,2074.0,1761.0,1996.5,,993.0
ace,paq,2075.5,1758.0,1993.5,,996.0
ace,par,2054.5,1537.5,1785.0,,925.5
ace,pcr,2058.5,1537.5,1783.5,,915.0
ace,pdo,2339.0,2169.0,2332.5,,1192.5
ace,pfl,2067.0,1870.5,2167.5,,1099.5
ace,pmh,2032.0,1173.0,1519.5,,772.5
ace,pps,,1390.5,1420.5,,
ace,ppu,2074.0,1930.5,2143.5,,1096.5
ace,psa,940.5,1959.0,2217.0,,1041.0
ace,rbd,2109.0,2014.5,2289.0,,1158.0
ace,rfr,2068.0,1642.5,1570.5,,1081.5
ace,rhc,2026.0,1951.5,1519.5,,1095.0
ace,rpa,2053.0,2005.5,2302.5,,1132.5
ace,rso,2009.5,1951.5,2241.0,,1150.5
ace,sau,2168.5,1425.0,1675.5,,807.0
ace,sco,2587.0,2496.0,1702.5,,1329.0
ace,sfr,2067.5,1477.5,1731.0,,886.5
ace,sil,2016.0,1992.0,2137.5,,1093.5
ace,slr,1955.5,1723.5,1777.5,,996.0
ace,son,2074.0,1611.0,1818.0,,928.5
ace,spe,2078.0,1719.0,2040.0,,1045.5
ace,spy,1732.5,1522.5,1770.0,,885.0
ace,srr,2044.5,1765.5,2052.0,,1023.0
ace,syn,2065.0,1527.0,1302.0,,922.5
ace,tpo,1971.5,1669.5,1551.0,,871.5
ace,ttu,2038.5,1693.5,1968.0,,960.0
ace,vch,2057.0,1645.5,1813.5,,886.5
ace,vpa,1955.5,1573.5,1701.0,,924.0
ace,wbr,1989.0,1098.0,1329.0,,687.0
ace,xcc,2124.5,1945.5,2244.0,,1155.0
ace,xoo,2124.5,1920.0,2182.5,,1137.0
acet,aaa,2113.5,2052.0,2082.0,,1029.0
acet,aaci,2045.0,1849.5,1927.5,,987.0
acet,aalg,1873.0,1749.0,1771.5,,987.0
acet,aamb,1506.0,,,,
acet,aaq,2047.5,1759.5,1990.5,,1026.0
acet,aaqi,2002.0,1573.5,1681.5,,888.0
acet,aaqu,2151.0,2092.5,1890.0,,
acet,aasc,2993.0,3564.0,3942.0,,1863.0
acet,aba,2137.0,1596.0,1857.0,,1008.0
acet,abo,2249.5,2152.5,2025.0,,1135.5
acet,ace,2119.0,1737.0,1920.0,,990.0
acet,acet,3002.0,3810.0,4176.0,,2070.0
acet,achr,2145.5,2100.0,2043.0,,1056.0
acet,acib,2005.0,1620.0,1687.5,,898.5
acet,acid,2142.0,2053.5,2103.0,,1041.0
acet,acii,2326.0,1969.5,1834.5,,1024.5
acet,acin,2148.0,2062.5,2101.5,,1035.0
acet,acio,2150.0,2044.5,2107.5,,1081.5
acet,acip,2145.0,2061.0,2097.0,,1035.0
acet,acis,2145.0,2061.0,2097.0,,1035.0
acet,ack,2161.5,2082.0,2100.0,,1060.5
acet,acom,2194.5,2095.5,1393.5,,978.0
acet,acr,2586.0,2391.0,2793.0,,1195.5
acet,acra,2114.0,2046.0,2145.0,,1050.0
acet,acry,2080.5,1776.0,1992.0,,1012.5
acet,acto,1989.5,1704.0,1938.0,,951.0
acet,actt,2038.0,1717.5,1908.0,,
acet,acu,2102.5,1974.0,1917.0,,1092.0
acet,ade,2161.0,1239.0,1978.5,,880.5
acet,adi,2221.5,2155.5,2056.5,,1098.0
acet,adk,2119.5,2029.5,2032.5,,1015.5
acet,adn,2119.5,2029.5,2032.5,,1018.5
acet,adt,2147.5,2125.5,2019.0,,1050.0
acet,aeb,2056.0,1749.0,1950.0,,955.5
acet,aeh,2244.0,2025.0,1968.0,,1033.5
acet,aei,2213.5,1912.5,1897.5,,1042.5
acet,aep,2105.5,2196.0,2061.0,,1132.5
acet,aev,1868.5,1756.5,1768.5,,973.5
acet,aez,2065.0,1798.5,1965.0,,963.0
acet,afa,2156.5,2085.0,1923.0,,1083.0
acet,afc,2006.5,1575.0,1651.5,,870.0
acet,afi,2257.0,1986.0,1947.0,,1069.5
acet,afla,1902.0,1848.0,1380.0,,940.5
acet,afq,2155.5,2094.0,1890.0,,
acet,agc,2306.5,2350.5,2134.5,,1135.5
acet,agt,2332.0,2379.0,2161.5,,1176.0
acet,agv,1891.5,1332.0,1726.5,,957.0
acet,aht,2148.5,2251.5,2109.0,,1135.5
acet,ahu,2383.0,2293.5,1872.0,,1206.0
acet,ahz,1871.0,1651.5,1677.0,,939.0
acet,ais,2147.5,2112.0,1932.0,,1056.0
acet,aji,2047.0,1053.0,1956.0,,952.5
acet,ajs,2138.0,2077.5,2058.0,,1032.0
acet,aka,2147.0,2128.5,1291.5,,1002.0
acet,alg,2130.5,2020.5,1966.5,,1041.0
acet,ali,2339.0,2317.5,1854.0,,1174.5
acet,aln,2246.5,2152.5,2025.0,,1131.0
acet,alp,1999.0,1614.0,1773.0,,916.5
acet,als,1849.0,1699.5,1773.0,,967.5
acet,alti,1862.5,1827.0,1807.5,,897.0
acet,alv,2243.0,2035.5,1444.5,,1024.5
acet,amah,2077.5,2133.0,2062.5,,1098.0
acet,amc,2145.5,1960.5,1912.5,,1029.0
acet,ame,,1696.5,1398.0,,
acet,amh,2138.5,1962.0,1912.5,,1020.0
acet,ami,2073.0,1195.5,1380.0,,973.5
acet,amih,2323.0,2235.0,1482.0,,1141.5
acet,amol,1999.5,1624.5,1728.0,,928.5
acet,amr,2076.5,1741.5,1386.0,,976.5
acet,ams,2064.5,1225.5,1476.0,,955.5
acet,amv,2600.5,2388.0,2796.0,,1192.5
acet,amyb,2103.0,1144.5,1420.5,,982.5
acet,amyy,2075.0,1729.5,1444.5,,979.5
acet,ane,2004.5,1690.5,1896.0,,936.0
acet,anp,1904.5,1812.0,1378.5,,927.0
acet,ant,2017.5,1617.0,1723.5,,910.5
acet,aoa,2049.5,2118.0,1365.0,,1006.5
acet,aol,2349.0,2217.0,2070.0,,1095.0
acet,aon,2177.0,2109.0,2070.0,,1035.0
acet,aos,2015.5,1689.0,1905.0,,900.0
acet,apac,2213.5,2107.5,2047.5,,1069.5
acet,ape,1550.0,,,,
acet,apn,2053.5,1758.0,1399.5,,993.0
acet,apoc,1993.0,1611.0,1671.0,,907.5
acet,apom,3002.0,3810.0,4176.0,,2070.0
acet,app,2208.5,2025.0,1401.0,,996.0
acet,apre,2105.5,1197.0,1375.5,,966.0
acet,aprs,2283.0,2100.0,1953.0,,1125.0
acet,aqa,1910.0,1689.0,1752.0,,906.0
acet,aql,2219.5,2155.5,2061.0,,1086.0
acet,aqs,2227.0,2143.5,2083.5,,1113.0
acet,arc,2033.0,1611.0,1758.0,,910.5
acet,arl,2073.5,1777.5,2005.5,,1038.0
acet,arm,2013.0,1770.0,2011.5,,990.0
acet,aro,2341.0,2376.0,2172.0,,1167.0
acet,art,2026.5,1717.5,1429.5,,1026.0
acet,artp,2057.0,1753.5,1999.5,,996.0
acet,aru,2053.0,1767.0,1993.5,,1015.5
acet,ary,2070.5,1780.5,1989.0,,1041.0
acet,asc,1523.5,,,,
acet,asd,2076.0,1809.0,1891.5,,984.0
acet,asip,2117.0,2007.0,1944.0,,1039.5
acet,ask,2013.5,1593.0,1708.5,,888.0
acet,asl,1693.5,1786.5,1729.5,,973.5
acet,asv,3002.0,3777.0,4122.0,,2043.0
acet,asw,2139.5,2106.0,1995.0,,1071.0
acet,ata,2334.5,2382.0,2172.0,,1179.0
acet,atp,1999.0,1576.5,1689.0,,904.5
acet,atu,2328.5,2394.0,2166.0,,1150.5
acet,atw,2185.5,2065.5,1986.0,,1005.0
acet,ava,2030.5,1800.0,1776.0,,967.5
acet,axy,2130.5,2116.5,1957.5,,1068.0
acet,aza,2174.0,1501.5,1396.5,,1006.5
acet,azc,2339.0,2236.5,1996.5,,1138.5
acet,azd,2210.5,2011.5,1399.5,,1012.5
acet,azi,2189.0,2029.5,1383.0,,1003.5
acet,azl,2357.0,2277.0,1444.5,,1168.5
acet,azm,2382.5,2316.0,1858.5,,1173.0
acet,azo,2162.0,2122.5,1356.0,,999.0
acet,azq,2175.0,2085.0,2052.0,,1011.0
acet,azr,2182.0,2100.0,1386.0,,1032.0
acet,azt,2431.0,2248.5,1462.5,,1168.5
acet,azz,2414.0,2293.5,1858.5,,1179.0
acet,babb,2315.5,2379.0,2050.5,,1173.0
acet,babr,2315.5,2382.0,2050.5,,1173.0
acet,bac,2151.0,2080.5,2064.0,,1048.5
acet,bacb,2097.5,1791.0,1890.0,,969.0
acet,bacl,2096.5,1797.0,1876.5,,987.0
acet,baco,2116.5,1728.0,1912.5,,1008.0
acet,bacp,2097.5,1777.5,1897.5,,982.5
acet,bacs,2099.0,1806.0,1887.0,,997.5
acet,bacy,2106.0,1786.5,1876.5,,978.0
acet,bae,2106.0,1771.5,1933.5,,1035.0
acet,bag,2063.5,1764.0,1909.5,,1047.0
acet,bage,2110.0,2046.0,2017.5,,1060.5
acet,bah,2015.5,1722.0,1897.5,,481.5
acet,bai,2020.0,1722.0,1900.5,,481.5
acet,bao,2064.0,1821.0,1890.0,,976.5
acet,bapi,2342.5,2259.0,1995.0,,1194.0
acet,baq,2071.5,1804.5,1890.0,,964.5
acet,bar,2016.5,1722.0,1900.5,,
acet,bast,1980.5,1743.0,1984.5,,1017.0
acet,bat,2019.5,1722.0,1900.5,,943.5
acet,bax,2084.0,1722.0,1899.0,,481.5
acet,bay,2097.0,1783.5,1893.0,,964.5
acet,baz,2097.0,1818.0,1890.0,,976.5
acet,bbet,2340.5,2194.5,1396.5,,1113.0
acet,bbh,2161.5,2029.5,2035.5,,1047.0
acet,bbm,2158.5,2035.5,2034.0,,1045.5
acet,bbr,2161.5,2029.5,2035.5,,1047.0
acet,bbt,2343.5,2208.0,1420.5,,1090.5
acet,bby,2110.5,1729.5,1912.5,,
acet,bcad,1926.5,1818.0,1657.5,,913.5
acet,bce,2015.5,1725.0,1908.0,,946.5
acet,bcl,2112.0,1785.0,1881.0,,978.0
acet,bfr,1854.5,1845.0,1558.5,,997.5
acet,bja,2340.0,2185.5,2046.0,,1111.5
acet,bjs,2074.5,1797.0,1884.0,,990.0
acet,bju,2331.0,2170.5,1426.5,,1107.0
acet,bld,2079.0,1812.0,1872.0,,958.5
acet,blh,2072.5,1803.0,1870.5,,966.0
acet,bli,2096.5,1812.0,1872.0,,958.5
acet,bly,2023.5,1707.0,1945.5,,987.0
acet,bma,2089.0,2053.5,1893.0,,1068.0
acet,bmab,2159.0,2053.5,2055.0,,1068.0
acet,bmyc,2072.5,1740.0,1899.0,,952.5
acet,bnc,1924.5,1741.5,1890.0,,462.0
acet,boz,2168.0,2055.0,2052.0,,1090.5
acet,bpa,2161.5,2026.5,2032.5,,1047.0
acet,bpz,2162.0,2053.5,1887.0,,1068.0
acet,bql,2067.0,1818.0,1890.0,,976.5
acet,bqy,2094.5,1710.0,1687.5,,949.5
acet,bra,2337.5,2214.0,2046.0,,1086.0
acet,bsau,2042.5,1672.5,1876.5,,973.5
acet,bsui,2163.0,2385.0,2053.5,,1173.0
acet,bth,1628.5,1876.5,1534.5,,961.5
acet,btr,2330.5,2100.0,1944.0,,1150.5
acet,bxe,2092.5,2145.0,2113.5,,1119.0
acet,cac,896.0,1608.0,1720.5,,924.0
acet,cau,1918.0,1810.5,1926.0,,970.5
acet,cgl,2089.0,1827.0,1909.5,,1057.5
acet,cko,240.5,2085.0,2082.0,,1071.0
acet,ctu,2160.5,2118.0,2055.0,,1071.0
acet,ddn,2083.5,2002.5,1546.5,,958.5
acet,dha,,1779.0,1521.0,,
acet,dse,,1929.0,1534.5,,
acet,eco,2155.0,2112.0,2085.0,,1062.0
acet,ent,2115.0,2061.0,1926.0,,1074.0
acet,esa,237.5,2118.0,2068.5,,1077.0
acet,fjo,1907.0,1795.5,1704.0,,921.0
acet,gme,2250.0,2052.0,1935.0,,910.5
acet,hde,2102.0,1851.0,1840.5,,996.0
acet,hpy,2040.0,1719.0,1804.5,,919.5
acet,kpn,2151.0,2053.5,1942.5,,1057.5
acet,lap,2359.0,2316.0,1432.5,,1192.5
acet,lmo,2120.0,1701.0,1842.0,,987.0
acet,mag,2393.0,2266.5,1396.5,,1182.0
acet,mcp,1993.0,1413.0,1647.0,,775.5
acet,mlo,2297.5,2224.5,2073.0,,1131.0
acet,mmu,,1815.0,1569.0,,
acet,mtu,2073.5,1791.0,1482.0,,571.5
acet,mxa,2118.5,1315.5,1729.5,,1051.5
acet,nfa,2081.5,1143.0,1443.0,,979.5
acet,nme,,1965.0,1954.5,,1012.5
acet,nos,1987.0,1623.0,1614.0,,946.5
acet,npc,2050.0,1782.0,2004.0,,972.0
acet,nwi,2320.5,2173.5,2065.5,,1126.5
acet,pae,2237.5,2086.5,1914.0,,1005.0
acet,pam,2147.0,2085.0,2044.5,,1087.5
acet,paq,2120.0,2083.5,2044.5,,1089.0
acet,par,2196.5,1924.5,1857.0,,1018.5
acet,pcr,2194.5,1942.5,1902.0,,1056.0
acet,pdo,2004.0,1732.5,1948.5,,1027.5
acet,pfl,2170.0,2101.5,1995.0,,1053.0
acet,pmh,1977.5,1422.0,1666.5,,843.0
acet,pps,,1695.0,1534.5,,
acet,ppu,2189.0,2106.0,1974.0,,1033.5
acet,psa,917.5,2106.0,1962.0,,973.5
acet,rbd,2155.0,1980.0,1933.5,,1048.5
acet,rfr,2136.5,1591.5,1441.5,,1033.5
acet,rhc,2211.5,2269.5,1362.0,,1110.0
acet,rpa,2334.5,2262.0,2061.0,,1114.5
acet,rso,2126.0,2031.0,2058.0,,1092.0
acet,sau,2067.5,1647.0,1785.0,,946.5
acet,sco,2085.5,1765.5,1449.0,,969.0
acet,sfr,2158.5,1948.5,1893.0,,1035.0
acet,sil,2183.5,2289.0,2125.5,,1143.0
acet,slr,1961.0,1909.5,1582.5,,961.5
acet,son,2141.0,1984.5,1893.0,,990.0
acet,spe,2122.5,2055.0,1891.5,,1066.5
acet,spy,1775.5,1767.0,1840.5,,966.0
acet,srr,2114.5,2061.0,1905.0,,1086.0
acet,syn,2058.5,1641.0,1371.0,,957.0
acet,tpo,1921.5,1810.5,1602.0,,933.0
acet,ttu,2131.0,2088.0,2002.5,,1057.5
acet,vch,2095.5,2059.5,1912.5,,966.0
acet,vpa,1997.0,1989.0,1900.5,,1017.0
acet,wbr,2090.5,1561.5,1570.5,,811.5
acet,xcc,2200.5,2031.0,2019.0,,1066.5
acet,xoo,2199.0,2026.5,1987.5,,1032.0
achr,aaa,2550.0,2997.0,3082.5,,1510.5
achr,aaci,1979.0,2112.0,2401.5,,1291.5
achr,aalg,1858.0,1623.0,1668.0,,877.5
achr,aamb,1447.5,,,,
achr,aaq,2034.0,2026.5,2206.5,,1210.5
achr,aaqi,1996.0,1257.0,1704.0,,736.5
achr,aaqu,2838.0,2737.5,2580.0,,
achr,aasc,2139.5,2100.0,2068.5,,1051.5
achr,aba,2000.5,1696.5,2337.0,,1219.5
achr,abo,2309.5,2280.0,2301.0,,1150.5
achr,ace,2087.5,2005.5,2215.5,,1144.5
achr,acet,2145.5,2100.0,2043.0,,1056.0
achr,achr,3074.0,3852.0,4206.0,,2130.0
achr,acib,1960.0,1302.0,1708.5,,706.5
achr,acid,2596.5,2911.5,3043.5,,1554.0
achr,acii,2429.5,2515.5,2610.0,,1276.5
achr,acin,2590.5,2880.0,3052.5,,1542.0
achr,acio,2588.0,2920.5,2953.5,,1528.5
achr,acip,2599.5,2881.5,3036.0,,1524.0
achr,acis,2599.5,2881.5,3036.0,,1524.0
achr,ack,2592.0,2898.0,3079.5,,1510.5
achr,acom,2620.5,2721.0,1596.0,,1408.5
achr,acr,2073.0,2418.0,2259.0,,1314.0
achr,acra,2546.0,2952.0,3097.5,,1566.0
achr,acry,2025.0,2038.5,2329.5,,1204.5
achr,acto,1905.5,2026.5,2308.5,,1191.0
achr,actt,1997.5,1908.0,2155.5,,
achr,acu,2111.5,2437.5,2448.0,,1255.5
achr,ade,2099.5,1527.0,2533.5,,1141.5
achr,adi,2337.0,2446.5,2494.5,,1324.5
achr,adk,2530.5,3006.0,3109.5,,1557.0
achr,adn,2530.5,3001.5,3109.5,,1554.0
achr,adt,3023.5,3549.0,2988.0,,1938.0
achr,aeb,1999.0,2058.0,2376.0,,1245.0
achr,aeh,2316.0,2625.0,2586.0,,1351.5
achr,aei,2324.5,1725.0,2217.0,,874.5
achr,aep,1946.5,2260.5,2407.5,,1269.0
achr,aev,1888.0,1594.5,1716.0,,853.5
achr,aez,2011.0,2109.0,2412.0,,1290.0
achr,afa,2846.5,2794.5,2622.0,,1500.0
achr,afc,1969.0,1278.0,1677.0,,702.0
achr,afi,2293.0,2247.0,2274.0,,1254.0
achr,afla,1935.0,1638.0,1309.5,,885.0
achr,afq,2833.5,2728.5,2583.0,,
achr,agc,2125.0,2362.5,2343.0,,1312.5
achr,agt,2149.0,2326.5,2314.5,,1317.0
achr,agv,1851.0,1606.5,2125.5,,1165.5
achr,aht,2012.0,2244.0,2200.5,,1260.0
achr,ahu,2146.0,2434.5,2134.5,,1344.0
achr,ahz,1881.5,1419.0,1599.0,,793.5
achr,ais,3029.5,3508.5,2790.0,,1894.5
achr,aji,1981.0,1204.5,2368.5,,1264.5
achr,ajs,2529.5,2937.0,2992.5,,1540.5
achr,aka,2858.0,2761.5,1930.5,,1293.0
achr,alg,2228.0,2122.5,2229.0,,1188.0
achr,ali,2124.5,2425.5,2184.0,,1353.0
achr,aln,2309.5,2280.0,2304.0,,1152.0
achr,alp,2036.5,1308.0,1753.5,,754.5
achr,als,1882.0,1530.0,1692.0,,822.0
achr,alti,1859.5,1708.5,1747.5,,838.5
achr,alv,2345.0,2614.5,1606.5,,1405.5
achr,amah,2451.0,2617.5,2760.0,,1414.5
achr,amc,2216.0,1915.5,1822.5,,1104.0
achr,ame,,1365.0,1171.5,,
achr,amh,2215.0,1914.0,1822.5,,1107.0
achr,ami,2038.5,1506.0,1632.0,,1285.5
achr,amih,2119.0,2425.5,1690.5,,1314.0
achr,amol,1993.5,1299.0,1717.5,,720.0
achr,amr,2069.0,1615.5,1393.5,,922.5
achr,ams,2037.5,1494.0,1692.0,,1249.5
achr,amv,2081.5,2419.5,2259.0,,1311.0
achr,amyb,2040.0,1380.0,1677.0,,1282.5
achr,amyy,2006.0,2020.5,1729.5,,1288.5
achr,ane,1971.5,2056.5,2332.5,,1183.5
achr,anp,1930.0,1581.0,1332.0,,840.0
achr,ant,1992.0,1318.5,1741.5,,753.0
achr,aoa,2493.5,2835.0,1623.0,,1500.0
achr,aol,2149.5,2395.5,2359.5,,1359.0
achr,aon,2645.0,2995.5,3177.0,,1531.5
achr,aos,1979.5,2055.0,2326.5,,1203.0
achr,apac,2362.0,2454.0,2551.5,,1299.0
achr,ape,1476.5,,,,
achr,apn,2041.5,2037.0,1620.0,,1206.0
achr,apoc,1952.5,1314.0,1774.5,,717.0
achr,apom,2145.5,2100.0,2043.0,,1056.0
achr,app,2613.5,2619.0,1624.5,,1410.0
achr,apre,2059.0,1510.5,1636.5,,1279.5
achr,aprs,2371.5,2319.0,2436.0,,1335.0
achr,aqa,1914.5,1444.5,1603.5,,771.0
achr,aql,2584.0,2658.0,2863.5,,1464.0
achr,aqs,2602.0,2604.0,2718.0,,1383.0
achr,arc,2016.5,1284.0,1762.5,,723.0
achr,arl,2030.0,2064.0,2281.5,,1185.0
achr,arm,2008.5,2041.5,2170.5,,1159.5
achr,aro,2164.0,2362.5,2338.5,,1297.5
achr,art,2028.0,2022.0,1602.0,,1209.0
achr,artp,2057.0,2056.5,2257.5,,1209.0
achr,aru,2042.5,2037.0,2248.5,,1261.5
achr,ary,2034.5,2064.0,2283.0,,1185.0
achr,asc,1429.0,,,,
achr,asd,2016.0,1873.5,2233.5,,1128.0
achr,asip,2249.0,2115.0,2259.0,,1245.0
achr,ask,1979.0,1308.0,1722.0,,720.0
achr,asl,1692.0,1509.0,1645.5,,873.0
achr,asv,2145.5,2091.0,2044.5,,1060.5
achr,asw,3029.0,3394.5,2887.5,,1834.5
achr,ata,2148.5,2332.5,2314.5,,1309.5
achr,atp,1954.0,1266.0,1672.5,,712.5
achr,atu,2135.0,2304.0,2310.0,,1282.5
achr,atw,2544.0,2820.0,2928.0,,1444.5
achr,ava,2027.5,1669.5,1935.0,,858.0
achr,axy,2999.0,3478.5,2856.0,,1939.5
achr,aza,2589.5,1800.0,1620.0,,1483.5
achr,azc,2141.0,2427.0,2296.5,,1362.0
achr,azd,2617.0,2862.0,1651.5,,1510.5
achr,azi,2604.5,2857.5,1666.5,,1504.5
achr,azl,2133.5,2448.0,1617.0,,1339.5
achr,azm,2154.5,2416.5,2230.5,,1353.0
achr,azo,2622.5,2835.0,1636.5,,1500.0
achr,azq,2604.0,2820.0,2839.5,,1485.0
achr,azr,2638.0,2869.5,1611.0,,1516.5
achr,azt,2153.5,2460.0,1656.0,,1359.0
achr,azz,2157.5,2470.5,2176.5,,1320.0
achr,babb,2134.0,2316.0,2223.0,,1243.5
achr,babr,2134.0,2319.0,2223.0,,1243.5
achr,bac,2601.0,2919.0,2994.0,,1557.0
achr,bacb,2096.0,1692.0,1977.0,,949.5
achr,bacl,2092.0,1624.5,1918.5,,969.0
achr,baco,2107.5,1680.0,2071.5,,1027.5
achr,bacp,2094.5,1663.5,1972.5,,948.0
achr,bacs,2094.5,1665.0,1965.0,,945.0
achr,bacy,2095.5,1623.0,1918.5,,969.0
achr,bae,2079.0,1623.0,1945.5,,934.5
achr,bag,2030.5,1722.0,2010.0,,1027.5
achr,bage,2251.0,2116.5,2413.5,,1117.5
achr,bah,1966.0,1506.0,1893.0,,376.5
achr,bai,1969.0,1506.0,1896.0,,376.5
achr,bao,2068.5,1644.0,1965.0,,970.5
achr,bapi,2137.0,1929.0,1920.0,,1062.0
achr,baq,2073.0,1677.0,1978.5,,940.5
achr,bar,1964.0,1506.0,1896.0,,
achr,bast,1938.5,2023.5,2280.0,,1215.0
achr,bat,1971.5,1506.0,1896.0,,813.0
achr,bax,2042.0,1506.0,1902.0,,376.5
achr,bay,2097.0,1675.5,1975.5,,951.0
achr,baz,2086.5,1651.5,1965.0,,970.5
achr,bbet,2148.5,2355.0,1674.0,,1405.5
achr,bbh,2974.5,3405.0,3642.0,,1833.0
achr,bbm,2971.5,3405.0,3633.0,,1830.0
achr,bbr,2974.5,3405.0,3642.0,,1839.0
achr,bbt,2135.0,2373.0,1591.5,,1372.5
achr,bby,2070.0,1515.0,1896.0,,
achr,bcad,1935.5,1630.5,1689.0,,888.0
achr,bce,1967.5,1512.0,1899.0,,817.5
achr,bcl,2094.0,1663.5,1977.0,,960.0
achr,bfr,1836.5,1669.5,1506.0,,921.0
achr,bja,2131.5,2380.5,2368.5,,1401.0
achr,bjs,2074.5,1638.0,1917.0,,955.5
achr,bju,2145.0,2356.5,1693.5,,1399.5
