	seqid	from_soil	Up0	Up1	Up2	Up3	Up4	Up5	Up6	Up7	Up8	Up9	Up10	Up11	id	status	prot_name	taxidstr	taxid	scientific_name	rank	superkingdom	kingdom	phylum	class	order	family	genus	species	full_lineage	group4	group8	ra_inf_g4	ra_inf_g8
1466	A0AA37PS87|unreviewed|Nitrate	False	-0.06917331616264423	-0.004247795435898253	-0.01078847193679229	-0.01969998063052317	0.0063115781498397205	0.003489219981984937	0.020950615935209548	0.00278801563230415	-0.0021764910905867226	-0.006003051598289785	0.007739559434644301	-0.016013189874288312	A0AA37PS87	unreviewed	nitrate reductase alpha subunit	taxID:154654	154654.0	Mycobacterium montefiorense	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium montefiorense	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium simiae complex				
1467	A0A0I9VH49|unreviewed|Nitrate	False	-0.07178054052963871	-0.004454985856007553	-0.010385491823696327	-0.019322665002017625	0.006337061502370496	0.0034583806120097407	0.019088819102714618	0.0019956483780011625	-0.0020131327616188686	-0.006076340269129704	0.007990293946759767	-0.013313813352415686	A0A0I9VH49	unreviewed	nitrate reductase alpha subunit	taxID:29311	29311.0	Mycobacterium haemophilum	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1468	A0A1X2LTF9|unreviewed|Nitrate	False	-0.070896194601997	-0.004084987547506107	-0.011257434515161396	-0.0192372656200295	0.00667268464511199	0.0036578776844814376	0.02043800733514469	0.0024629533778047943	-0.0021424901684105194	-0.007400991325994004	0.007747376165120836	-0.01478523031273917	A0A1X2LTF9	unreviewed	nitrate reductase alpha subunit	taxID:1430326	1430326.0	Mycobacterium decipiens	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium decipiens	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1469	A0AB72XLJ3|unreviewed|Nitrate	False	-0.07023170906239172	-0.00422114775958648	-0.011073976150608221	-0.0194199262382762	0.006506923309458925	0.0036273790447360677	0.02050120317633122	0.0024288132093630444	-0.0015538764906808293	-0.006944294320702686	0.007812063386772132	-0.015485183958474239	A0AB72XLJ3	unreviewed	nitrate reductase alpha subunit	taxID:1048245	1048245.0	Mycobacterium canettii CIPT 140010059	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium canetti	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium canetti				
1470	A0A0H3M9P5|unreviewed|Nitrate	False	-0.06989593377394614	-0.004102142815004073	-0.010842768183661559	-0.019470140417101857	0.0060804604704963235	0.003735033527168599	0.020522141443430068	0.0026326026294287196	-0.0019155264785936865	-0.006151742970612608	0.00829896304456061	-0.016422257862746644	A0A0H3M9P5	unreviewed	nitrate reductase alpha subunit	taxID:410289	410289.0	Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis; Mycobacterium tuberculosis variant bovis BCG				
1471	A0A1R3XXK6|unreviewed|Nitrate	False	-0.06989593377394614	-0.004102142815004073	-0.010842768183661559	-0.019470140417101857	0.0060804604704963235	0.003735033527168599	0.020522141443430068	0.0026326026294287196	-0.0019155264785936865	-0.006151742970612608	0.00829896304456061	-0.016422257862746644	A0A1R3XXK6	unreviewed	nitrate reductase alpha subunit	taxID:233413	233413.0	Mycobacterium tuberculosis variant bovis AF2122/97	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis; Mycobacterium tuberculosis variant bovis				
1472	A0AB74LG03|unreviewed|Nitrate	False	-0.06989593377394614	-0.004102142815004073	-0.010842768183661559	-0.019470140417101857	0.0060804604704963235	0.003735033527168599	0.020522141443430068	0.0026326026294287196	-0.0019155264785936865	-0.006151742970612608	0.00829896304456061	-0.016422257862746644	A0AB74LG03	unreviewed	nitrate reductase alpha subunit	taxID:1765	1765.0	Mycobacterium tuberculosis variant bovis	biotype		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis				
1473	A0A9P2M3H4|unreviewed|Nitrate	False	-0.07026128827522837	-0.004146894583666131	-0.010720183465381651	-0.01935414826413916	0.006297292818892837	0.003420796614859566	0.020426801503374507	0.0024921934514462395	-0.0017163918374863473	-0.006866202116946347	0.007958689091918878	-0.015957859875262364	A0A9P2M3H4	unreviewed	nitrate reductase alpha subunit	taxID:611304	611304.0	Mycobacterium tuberculosis variant africanum K85	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis; Mycobacterium tuberculosis variant africanum				
1474	A0A045JWZ8|unreviewed|Nitrate	False	-0.07026389140326572	-0.004157630463420428	-0.010714112492443502	-0.019352606474641813	0.006290578811152171	0.0034364824582427595	0.020423240423842068	0.0024866158683630084	-0.001686488080950676	-0.0068854587693071324	0.007951958045515316	-0.015952086219632552	A0A045JWZ8	unreviewed	nitrate reductase alpha subunit	taxID:1773	1773.0	Mycobacterium tuberculosis	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex				
1475	A0AAW8HZ47|unreviewed|Nitrate	False	-0.07026389140326572	-0.004157630463420428	-0.010714112492443502	-0.019352606474641813	0.006290578811152171	0.0034364824582427595	0.020423240423842068	0.0024866158683630084	-0.001686488080950676	-0.0068854587693071324	0.007951958045515316	-0.015952086219632552	A0AAW8HZ47	unreviewed	nitrate reductase alpha subunit	taxID:2970330	2970330.0	Mycobacterium sp. XDR-14	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. XDR-14	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; unclassified Mycobacterium				
1476	A5U1L0|unreviewed|Nitrate	False	-0.07026389140326572	-0.004157630463420428	-0.010714112492443502	-0.019352606474641813	0.006290578811152171	0.0034364824582427595	0.020423240423842068	0.0024866158683630084	-0.001686488080950676	-0.0068854587693071324	0.007951958045515316	-0.015952086219632552	A5U1L0	unreviewed	nitrate reductase alpha subunit	taxID:419947	419947.0	Mycobacterium tuberculosis H37Ra	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis				
1477	P9WJQ2|reviewed|Nitrate	False	-0.07026389140326572	-0.004157630463420428	-0.010714112492443502	-0.019352606474641813	0.006290578811152171	0.0034364824582427595	0.020423240423842068	0.0024866158683630084	-0.001686488080950676	-0.0068854587693071324	0.007951958045515316	-0.015952086219632552	P9WJQ2	reviewed	nitrate reductase alpha subunit	taxID:83331	83331.0	Mycobacterium tuberculosis CDC1551	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis				
1478	P9WJQ3|reviewed|Nitrate	False	-0.07026389140326572	-0.004157630463420428	-0.010714112492443502	-0.019352606474641813	0.006290578811152171	0.0034364824582427595	0.020423240423842068	0.0024866158683630084	-0.001686488080950676	-0.0068854587693071324	0.007951958045515316	-0.015952086219632552	P9WJQ3	reviewed	nitrate reductase alpha subunit	taxID:83332	83332.0	Mycobacterium tuberculosis H37Rv	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium tuberculosis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium tuberculosis				
1479	A0A829CGA6|unreviewed|Nitrate	False	-0.07026257232998606	-0.0041596494642897296	-0.010718712580386487	-0.01935397023708623	0.006290068929485056	0.0034413066347488905	0.02042156192405147	0.0024847852647034005	-0.001680399724216093	-0.00686517789967307	0.007961230670912764	-0.01595908085586078	A0A829CGA6	unreviewed	nitrate reductase alpha subunit	taxID:1305739	1305739.0	Mycobacterium orygis 112400015	strain		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium orygis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex; Mycobacterium orygis				
1480	A0AAU0QAU3|unreviewed|Nitrate	False	-0.07026257232998606	-0.0041596494642897296	-0.010718712580386487	-0.01935397023708623	0.006290068929485056	0.0034413066347488905	0.02042156192405147	0.0024847852647034005	-0.001680399724216093	-0.00686517789967307	0.007961230670912764	-0.01595908085586078	A0AAU0QAU3	unreviewed	nitrate reductase alpha subunit	taxID:1305738	1305738.0	Mycobacterium orygis	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium orygis	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex				
1481	A0A1A3NXD5|unreviewed|Nitrate	False	-0.07078196896528463	-0.004784983774759384	-0.010339418142584704	-0.01947452714957121	0.0069379330104210185	0.002734005421942909	0.02103806637742957	0.0012587732049626702	-0.0022092873253892827	-0.006637522659757442	0.007160844899678174	-0.01336264275908417	A0A1A3NXD5	unreviewed	nitrate reductase alpha subunit	taxID:1790	1790.0	Mycobacterium asiaticum	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium asiaticum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1482	A0A1A3MXP7|unreviewed|Nitrate	False	-0.07041129848573607	-0.004387738906130526	-0.010106200209557728	-0.01928730471414674	0.006386878305517894	0.0024323205897370448	0.02079222809806815	0.002254755773856999	-0.0017423690188649358	-0.006958868498153503	0.00760738303267541	-0.0152288345537004	A0A1A3MXP7	unreviewed	nitrate reductase alpha subunit	taxID:1790	1790.0	Mycobacterium asiaticum	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium asiaticum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1483	A0A1A3KNE7|unreviewed|Nitrate	False	-0.0711902392087979	-0.004633576838670493	-0.010190013608569068	-0.018525612714217845	0.006223783195135115	0.0022956751916810296	0.020495510117373807	0.0019785052264007625	-0.0026540895552643524	-0.007084206422495608	0.007505555259332606	-0.01488445328934072	A0A1A3KNE7	unreviewed	nitrate reductase alpha subunit	taxID:1790	1790.0	Mycobacterium asiaticum	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium asiaticum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1484	A0A1A3CFY9|unreviewed|Nitrate	False	-0.07095763717491846	-0.004406284168373435	-0.010383658929207633	-0.01858765021262055	0.0059947994536714705	0.0025587781516191723	0.02080514691917805	0.0022064424443724497	-0.002714721844173135	-0.007523098426916824	0.007545670173682416	-0.015006502151032277	A0A1A3CFY9	unreviewed	nitrate reductase alpha subunit	taxID:1790	1790.0	Mycobacterium asiaticum	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium asiaticum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1485	A0A1A3NSC5|unreviewed|Nitrate	False	-0.07083508087726532	-0.004459223762583846	-0.01043296967545542	-0.018575700954993123	0.006037728879902602	0.002343424723318512	0.020545282363459157	0.00224048317328489	-0.002811478548670284	-0.007418656724464038	0.008100913552990148	-0.015094249362092027	A0A1A3NSC5	unreviewed	nitrate reductase alpha subunit	taxID:1790	1790.0	Mycobacterium asiaticum	species		Bacillati	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium asiaticum	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Mycobacteriaceae; Mycobacterium				
1486	A0A5J6FIB6|unreviewed|Nitrate	False	-0.07075547802987087	-0.005638529940480311	-0.005489570213594826	-0.016552107619993074	0.006475247304261409	-0.001605673618023971	0.01966419457925703	0.00022348403245425242	-0.0077781232446593775	-0.006647584420797192	0.010458792603931906	-0.017892663330844046	A0A5J6FIB6	unreviewed	nitrate reductase alpha subunit	taxID:28894	28894.0	Streptomyces nitrosporeus	species		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces nitrosporeus	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces				
1487	A0A7Z0PXP4|unreviewed|Nitrate	False	-0.06898356149637523	-0.005148013254296894	-0.00838257256345283	-0.016938822097213327	0.005729595855138645	0.0008658344176158628	0.022214815165438506	-0.000815985152692704	-0.010720673993340648	-0.007322962328612951	0.01376485423539557	-0.016831871260420194	A0A7Z0PXP4	unreviewed	nitrate reductase alpha subunit	taxID:2748379	2748379.0	Streptomyces sp. UH6	species		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sp. UH6	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; unclassified Streptomyces				
1488	A0A1G7DBJ9|unreviewed|Nitrate	False	-0.06968364784303693	-0.006102983921819861	-0.007126512256297269	-0.018377242213299144	0.005626531535800176	0.000322703051941522	0.020313063401449574	-0.0006628448786266541	-0.008809263274809917	-0.006992829465144641	0.010472406477262265	-0.017997926171518887	A0A1G7DBJ9	unreviewed	nitrate reductase alpha subunit	taxID:235987	235987.0															
1489	F3NSW9|unreviewed|Nitrate	False	-0.06967854943853524	-0.006103452053572039	-0.007129385679415605	-0.018378429877099024	0.005629790993478081	0.00032461754219110866	0.020311535615976924	-0.0006660596050840051	-0.008819784634381156	-0.006994838855905553	0.010478720116248251	-0.018000916144021533	F3NSW9	unreviewed	nitrate reductase alpha subunit	taxID:996637	996637.0	Streptomyces griseoaurantiacus M045	strain		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group; Streptomyces griseoaurantiacus				
1490	A0A7W2DRR1|unreviewed|Nitrate	False	-0.06969346359961308	-0.005987761563562834	-0.006914319150100543	-0.018433977271502307	0.005478729717613442	0.00037381132700338877	0.020337184199818427	-0.0007751347816124999	-0.00954708219426026	-0.006964022957629968	0.009271665553757727	-0.0182111660937822	A0A7W2DRR1	unreviewed	nitrate reductase alpha subunit	taxID:68213	68213.0	Streptomyces griseoaurantiacus	species		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseoaurantiacus	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces aurantiacus group				
1491	A0A1R1SAA6|unreviewed|Nitrate	False	-0.06939310817923468	-0.005711410686035023	-0.0066833430641773574	-0.01856240906216053	0.004356435404061044	0.00034724085205168714	0.020456817522427933	-0.00016384166843824783	-0.009323283432780188	-0.007263248674598084	0.011858469544301514	-0.017189518461958896	A0A1R1SAA6	unreviewed	nitrate reductase alpha subunit	taxID:1331668	1331668.0	Streptomyces sparsogenes DSM 40356	strain		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces sparsogenes	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces; Streptomyces sparsogenes				
1492	A0A926L888|unreviewed|Nitrate	False	-0.06818411194283518	-0.005642432766394517	-0.0072858692285579845	-0.018223131495330704	0.0050775305018331595	0.00024518000687539577	0.021282126619745864	-6.426917953567279e-05	-0.010382794068362651	-0.007283157309102977	0.013863532610433433	-0.016823966451228606	A0A926L888	unreviewed	nitrate reductase alpha subunit	taxID:2752516	2752516.0	Streptomyces griseicoloratus	species		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces griseicoloratus	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces				
1493	A0A0B5DSV8|unreviewed|Nitrate	False	-0.06994556926827743	-0.005710523075813	-0.0071743931547382615	-0.017966108228897246	0.005690099472536136	0.0004082599459582195	0.02028361078679738	-0.0001445974153255969	-0.008549462646150101	-0.0076615976491249595	0.012648745034022526	-0.016207268474826377	A0A0B5DSV8	unreviewed	nitrate reductase alpha subunit	taxID:40318	40318.0	Streptomyces nodosus	species		Bacillati	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces nodosus	cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae; Streptomyces				
